what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1296140543562
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1296140543796
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1296140543968
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1296140544234
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1296140544515
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1296140544609
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1296140545281
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1296140547000
started,bundle,org.eclipse.jem.util,2.1.2.v201008120100,"org.eclipse.jem.util",1296140547062
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1296140547062
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1296140547218
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1296140547234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140549375
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140551765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140574109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140578015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140581265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140608187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140612437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140619921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140626671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140630875
started,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1296140636640
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.cut.line.to.end",1296140638968
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineDown",1296140639671
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineDown",1296140639859
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineDown",1296140640171
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296140640390
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296140643750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296140671265
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296140680250
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296140694875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140697421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140699937
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296140720046
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296140730578
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1296140731500
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1296140751531
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296140765828
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296140767921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140790687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140795796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140797531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140805093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296140813328
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1296140816640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140820703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140832265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140834921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140839359
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296140842078
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296140842562
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.cut.line.to.end",1296140842890
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineDown",1296140843390
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineDown",1296140843578
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineDown",1296140843765
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineDown",1296140843937
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.cut.line.to.end",1296140844421
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.cut.line.to.end",1296140844687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296140846281
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140847500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140847531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140847578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140864406
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296140901859
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296140902234
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.set.mark",1296140902718
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1296140903078
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1296140903796
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.scroll.lineDown",1296140904234
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296140907546
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296140909953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296140921921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140925968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296140934015
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296140941359
started,bundle,org.eclipse.wst.html.core,1.1.402.v201008311901,"org.eclipse.wst.html.core",1296140946109
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1296140946250
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1296140946468
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296140972312
started,bundle,org.eclipse.help.base,3.5.2.v201009090800,"org.eclipse.help.base",1296141038375
started,bundle,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui",1296141038468
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1296141040328
opened,view,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui.HelpView",1296141040468
activated,view,org.eclipse.help.ui,3.5.2.r36_v20100702,"org.eclipse.help.ui.HelpView",1296141040593
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1296141041859
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1296141045390
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296141094484
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1296141148281
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296141166953
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296141168484
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296141173750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1296141174078
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296141174531
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296141175171
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296141175562
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296141176656
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deleteNext",1296141177437
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296141179921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141181953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141184250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141186812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141190406
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296141216828
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1296141248578
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296141255109
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296141255578
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1296141274812
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296141285984
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296141306890
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1296141319281
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1296141340640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296141340796
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296141347140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141353312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141353328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141353437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141365921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141367578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141367609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141367703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141381875
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1296141385812
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1296141385984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141399875
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141412062
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296141470125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296141475296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141480421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141482656
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296141482687
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1296141529031
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296141529312
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296141542296
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296141547859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141554328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141554359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141554468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141568593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141578046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141578062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141578109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141600687
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1296141607609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141626359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141626375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141626500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141663968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141670484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141674234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141674734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141677343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141677437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141685265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141695500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141695515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141695546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296141813093
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296141816640
